A002,IRKUT,A-002,G,P
D28D,DORNIER,Do-28D Skyservant,L,P
D28D,DORNIER,Do-28D-1 Skyservant,L,P
D28D,DORNIER,Do-28D-2 Skyservant,L,P
D28D,DORNIER,Skyservant,L,P
D28T,DORNIER,128-6 Turbo Skyservant,L,T
D28T,DORNIER,Do-28D-6 Turbo Skyservant,L,T
D28T,DORNIER,Turbo Skyservant,L,T
D31,DRUINE,D-31 Turbulent,L,P
D31,DRUINE,Turbulent,L,P
D31,ROLLASON,D-31 Turbulent,L,P
D31,ROLLASON,Turbulent,L,P
D31,STARK,D-31 Turbulent,L,P
D31,STARK,Turbulent,L,P
D328,DORNIER,328,L,T
D328,FAIRCHILD DORNIER,328,L,T
D39,AKAFLIEG DARMSTADT,D-39,L,P
D4,AUSTER,D-4,L,P
D4,BEAGLE-AUSTER,D-4,L,P
D5,AUSTER,D-5,L,P
D5,BEAGLE,D-5,L,P
D5,BEAGLE,D-5 Husky,L,P
D5,BEAGLE,Husky,L,P
D5,BEAGLE-AUSTER,D-5,L,P
D5,OGMA,D-5,L,P
D5TU,DRUINE,D-5 Turbi,L,P
D5TU,DRUINE,Turbi,L,P
D6,AUSTER,D-6,L,P
D6,BEAGLE-AUSTER,D-6,L,P
D6CR,DRUINE,Condor,L,P
D6CR,DRUINE,D-60 Condor,L,P
D6CR,DRUINE,D-61 Condor,L,P
D6CR,DRUINE,D-62 Condor,L,P
D6CR,ROLLASON,Condor,L,P
D6CR,ROLLASON,D-62 Condor,L,P
D7,FOKKER,D-7 Replica,L,P
D8,FOKKER,D-8 Replica,L,P
DA2,DAVIS,DA-2,L,P
DA40,DIAMOND,DA-40 Diamond Star,L,P
DA40,DIAMOND,DA-40 Katana,L,P
DA40,DIAMOND,Diamond Star,L,P
DA40,DIAMOND,Katana (DA-40),L,P
DA42,DIAMOND,DA-42 Twinstar,L,P
DA42,DIAMOND,Twinstar,L,P
DA5,DAVIS,DA-5,L,P
DAHU,PENA,Dahu,L,P
DAKH,FISHER,Dakota Hawk,L,P
DAL1,SPEZIO,DAL-1 Tuholer,L,P
DAL1,SPEZIO,Tuholer,L,P
DAL4,DALLACH,D-4 Fascination,L,P
DAL4,DALLACH,Facination,L,P
DART,PARRISH,Dart,L,P
DC10,BOEING,MD-10,L,J
DC10,MCDONNELL DOUGLAS,DC-10,L,J
DC10,MCDONNELL DOUGLAS,Extender,L,J
DC10,MCDONNELL DOUGLAS,KC-10 Extender,L,J
DC10,MCDONNELL DOUGLAS,KDC-10,L,J
DC10,MCDONNELL DOUGLAS,MD-10,L,J
DC2,DOUGLAS,DC-2,L,P
DC3,DOUGLAS,AC-47 Skytrain,L,P
DC3,DOUGLAS,C-117A Skytrooper,L,P
DC3,DOUGLAS,C-117B Skytrooper,L,P
DC3,DOUGLAS,C-117C Skytrooper,L,P
DC3,DOUGLAS,C-41,L,P
DC3,DOUGLAS,C-47 Skytrain,L,P
DC3,DOUGLAS,C-47A Skytrain,L,P
DC3,DOUGLAS,C-47B Skytrain,L,P
DC3,DOUGLAS,C-47D Skytrain,L,P
DC3,DOUGLAS,C-47H Skytrain,L,P
DC3,DOUGLAS,C-47J Skytrain,L,P
DC3,DOUGLAS,C-53 Skytrooper,L,P
DC3,DOUGLAS,Dakota,L,P
DC3,DOUGLAS,DC-3,L,P
DC3,DOUGLAS,DST,L,P
DC3,DOUGLAS,EC-47 Skytrain,L,P
DC3,DOUGLAS,HC-47 Skytrain,L,P
DC3,DOUGLAS,LC-47 Skytrain,L,P
DC3,DOUGLAS,R4D-1 Skytrain,L,P
DC3,DOUGLAS,R4D-3 Skytrooper,L,P
DC3,DOUGLAS,R4D-5 Skytrain,L,P
DC3,DOUGLAS,R4D-6 Skytrain,L,P
DC3,DOUGLAS,R4D-7 Skytrain,L,P
DC3,DOUGLAS,RC-47 Skytrain,L,P
DC3,DOUGLAS,Skytrain,L,P
DC3,DOUGLAS,Skytrooper,L,P
DC3,DOUGLAS,TC-47 Skytrain,L,P
DC3,DOUGLAS,VC-47 Skytrain,L,P
DC3,LISUNOV,Li-2,L,P
DC3S,DOUGLAS,C-117D,L,P
DC3S,DOUGLAS,LC-117,L,P
DC3S,DOUGLAS,R4D-8,L,P
DC3S,DOUGLAS,Super DC-3,L,P
DC3S,DOUGLAS,TC-117,L,P
DC3S,DOUGLAS,VC-117,L,P
DC3T,BASLER,BT-67 Turbo 67,L,T
DC3T,BASLER,Turbo 67,L,T
DC3T,DOUGLAS,DC-3 (turbine),L,T
DC3T,PROFESSIONAL AVIATION,C-47TP Super Dakota,L,T
DC3T,PROFESSIONAL AVIATION,Jet Prop DC-3,L,T
DC3T,PROFESSIONAL AVIATION,Super Dakota,L,T
DC3T,SCHAFER,DC-3-65TP,L,T
DC4,DOUGLAS,C-54 Skymaster,L,P
DC4,DOUGLAS,DC-4,L,P
DC4,DOUGLAS,EC-54 Skymaster,L,P
DC4,DOUGLAS,HC-54 Skymaster,L,P
DC4,DOUGLAS,R5D Skymaster,L,P
DC4,DOUGLAS,Skymaster,L,P
DC4,DOUGLAS,TC-54 Skymaster,L,P
DC4,DOUGLAS,VC-54 Skymaster,L,P
DC6,DOUGLAS,C-118 Liftmaster,L,P
DC6,DOUGLAS,DC-6,L,P
DC6,DOUGLAS,Liftmaster,L,P
DC6,DOUGLAS,R6D Liftmaster,L,P
DC6,DOUGLAS,VC-118 Liftmaster,L,P
DC7,DOUGLAS,DC-7,L,P
DC7,DOUGLAS,DC-7 Seven Seas,L,P
DC7,DOUGLAS,Seven Seas,L,P
DC85,DOUGLAS,DC-8-50,L,J
DC85,DOUGLAS,DC-8-50 Jet Trader,L,J
DC85,DOUGLAS,EC-24,L,J
DC85,DOUGLAS,Jet Trader,L,J
DC85,MCDONNELL DOUGLAS,DC-8-50,L,J
DC85,MCDONNELL DOUGLAS,DC-8-50 Jet Trader,L,J
DC85,MCDONNELL DOUGLAS,Jet Trader,L,J
DC86,DOUGLAS,DC-8-60,L,J
DC86,MCDONNELL DOUGLAS,DC-8-60,L,J
DC87,DOUGLAS,DC-8-70,L,J
DC87,MCDONNELL DOUGLAS,DC-8-70,L,J
DC91,DOUGLAS,DC-9-10,L,J
DC91,MCDONNELL DOUGLAS,DC-9-10,L,J
DC92,DOUGLAS,DC-9-20,L,J
DC92,MCDONNELL DOUGLAS,DC-9-20,L,J
DC93,DOUGLAS,DC-9-30,L,J
DC93,MCDONNELL DOUGLAS,C-9 Nightingale,L,J
DC93,MCDONNELL DOUGLAS,C-9 Skytrain 2,L,J
DC93,MCDONNELL DOUGLAS,DC-9-30,L,J
DC93,MCDONNELL DOUGLAS,Nightingale,L,J
DC93,MCDONNELL DOUGLAS,Skytrain 2,L,J
DC93,MCDONNELL DOUGLAS,VC-9,L,J
DC94,DOUGLAS,DC-9-40,L,J
DC94,MCDONNELL DOUGLAS,DC-9-40,L,J
DC95,DOUGLAS,DC-9-50,L,J
DC95,MCDONNELL DOUGLAS,DC-9-50,L,J
DEAG,AMAX,Double Eagle,G,P
DEFI,RUTAN,40 Defiant,L,P
DEFI,RUTAN,Defiant,L,P
DELF,LYAVIN,Delfin,L,P
DFL6,DAMOURE-FABRE,DFL-6 Saphir,L,P
DFL6,DAMOURE-FABRE,Saphir,L,P
DFLY,SLIPSTREAM,Dragonfly,L,P
DFLY,VIKING,Dragonfly,L,P
DG15,HOWARD,DGA-15,L,P
DG15,HOWARD,GH Nightingale,L,P
DG15,HOWARD,NH,L,P
DG15,HOWARD,Nightingale,L,P
DG40,GLASER-DIRKS,DG-400,L,P
DG50,GLASER-DIRKS,DG-500M,L,P
DG60,GLASER-DIRKS,DG-600M,L,P
DG80,DG FLUGZEUGBAU,DG-800,L,P
DG80,GLASER-DIRKS,DG-800,L,P
DH2T,DE HAVILLAND CANADA,DHC-2 Mk3 Turbo Beaver,L,T
DH2T,DE HAVILLAND CANADA,Turbo Beaver,L,T
DH3T,DE HAVILLAND CANADA,DHC-3 Turbo Otter,L,T
DH3T,DE HAVILLAND CANADA,Turbo Otter,L,T
DH3T,VARDAX,Vazar Dash 3,L,T
DH60,DE HAVILLAND,DH-60 Moth,L,P
DH60,DE HAVILLAND,DH-60 Moth Major,L,P
DH60,DE HAVILLAND,Moth,L,P
DH60,DE HAVILLAND,Moth Major,L,P
DH60,DE HAVILLAND AUSTRALIA,DH-60 Moth,L,P
DH60,DE HAVILLAND AUSTRALIA,Moth,L,P
DH80,DE HAVILLAND,DH-80 Puss Moth,L,P
DH80,DE HAVILLAND,Puss Moth,L,P
DH82,DE HAVILLAND,DH-82 Queen Bee,L,P
DH82,DE HAVILLAND,DH-82 Tiger Moth,L,P
DH82,DE HAVILLAND,Queen Bee,L,P
DH82,DE HAVILLAND,Tiger Moth,L,P
DH82,DE HAVILLAND AUSTRALIA,DH-82 Tiger Moth,L,P
DH82,DE HAVILLAND AUSTRALIA,Tiger Moth,L,P
DH82,DE HAVILLAND CANADA,DH-82 Tiger Moth,L,P
DH82,DE HAVILLAND CANADA,Tiger Moth,L,P
DH82,OGMA,DH-82 Tiger Moth,L,P
DH82,OGMA,Tiger Moth,L,P
DH83,DE HAVILLAND,DH-83 Fox Moth,L,P
DH83,DE HAVILLAND,Fox Moth,L,P
DH85,DE HAVILLAND,DH-85 Leopard Moth,L,P
DH85,DE HAVILLAND,Leopard Moth,L,P
DH87,DE HAVILLAND,DH-87 Hornet Moth,L,P
DH87,DE HAVILLAND,Hornet Moth,L,P
DH88,DE HAVILLAND,Comet Replica,L,P
DH88,DE HAVILLAND,DH-88 Comet Replica,L,P
DH89,DE HAVILLAND,DH-89 Dragon Rapide,L,P
DH89,DE HAVILLAND,Dragon Rapide,L,P
DH8A,DE HAVILLAND CANADA,CC-142 Dash 8,L,T
DH8A,DE HAVILLAND CANADA,CT-142 Dash 8,L,T
DH8A,DE HAVILLAND CANADA,Dash 8 (100),L,T
DH8A,DE HAVILLAND CANADA,DHC-8-100 Dash 8,L,T
DH8A,DE HAVILLAND CANADA,E-9 Dash 8,L,T
DH8B,DE HAVILLAND CANADA,Dash 8 (200),L,T
DH8B,DE HAVILLAND CANADA,DHC-8-200 Dash 8,L,T
DH8C,DE HAVILLAND CANADA,Dash 8 (300),L,T
DH8C,DE HAVILLAND CANADA,DHC-8-300 Dash 8,L,T
DH8D,DE HAVILLAND CANADA,Dash 8 (400),L,T
DH8D,DE HAVILLAND CANADA,DHC-8-400 Dash 8,L,T
DH90,DE HAVILLAND,DH-90 Dragonfly,L,P
DH90,DE HAVILLAND,Dragonfly,L,P
DH94,DE HAVILLAND,DH-94 Moth Minor,L,P
DH94,DE HAVILLAND,Moth Minor,L,P
DHA3,DE HAVILLAND AUSTRALIA,DHA-3 Drover,L,P
DHA3,DE HAVILLAND AUSTRALIA,Drover,L,P
DHC1,DE HAVILLAND,Chipmunk,L,P
DHC1,DE HAVILLAND,DHC-1 Chipmunk,L,P
DHC1,DE HAVILLAND CANADA,Chipmunk,L,P
DHC1,DE HAVILLAND CANADA,DHC-1 Chipmunk,L,P
DHC1,OGMA,Chipmunk,L,P
DHC1,OGMA,DHC-1 Chipmunk,L,P
DHC2,AIRTECH,Beaver,L,P
DHC2,AIRTECH,DHC-2-PZL3S Beaver,L,P
DHC2,DE HAVILLAND CANADA,Beaver,L,P
DHC2,DE HAVILLAND CANADA,DHC-2 Mk1 Beaver,L,P
DHC2,DE HAVILLAND CANADA,L-20 Beaver,L,P
DHC2,DE HAVILLAND CANADA,U-6 Beaver,L,P
DHC3,AIRTECH,DHC-3-1000 Otter,L,P
DHC3,AIRTECH,DHC-3-PZL3S Otter,L,P
DHC3,AIRTECH,Otter,L,P
DHC3,DE HAVILLAND CANADA,DHC-3 Otter,L,P
DHC3,DE HAVILLAND CANADA,NU-1 Otter,L,P
DHC3,DE HAVILLAND CANADA,Otter,L,P
DHC3,DE HAVILLAND CANADA,U-1 Otter,L,P
DHC3,DE HAVILLAND CANADA,UC Otter,L,P
DHC4,DE HAVILLAND CANADA,C-7 Caribou,L,P
DHC4,DE HAVILLAND CANADA,Caribou,L,P
DHC4,DE HAVILLAND CANADA,CV-2 Caribou,L,P
DHC4,DE HAVILLAND CANADA,DHC-4 Caribou,L,P
DHC5,DE HAVILLAND CANADA,Buffalo,L,T
DHC5,DE HAVILLAND CANADA,C-115 Buffalo,L,T
DHC5,DE HAVILLAND CANADA,C-8 Buffalo,L,T
DHC5,DE HAVILLAND CANADA,CC-115 Buffalo,L,T
DHC5,DE HAVILLAND CANADA,CV-7 Buffalo,L,T
DHC5,DE HAVILLAND CANADA,DHC-5 Buffalo,L,T
DHC6,DE HAVILLAND CANADA,CC-138 Twin Otter,L,T
DHC6,DE HAVILLAND CANADA,DHC-6 Twin Otter,L,T
DHC6,DE HAVILLAND CANADA,Twin Otter,L,T
DHC6,DE HAVILLAND CANADA,UV-18 Twin Otter,L,T
DHC6,SCENIC,DHC-6 Vistaliner,L,T
DHC6,SCENIC,Vistaliner,L,T
DHC7,DE HAVILLAND CANADA,Dash 7,L,T
DHC7,DE HAVILLAND CANADA,DHC-7 Dash 7,L,T
DHC7,DE HAVILLAND CANADA,EO-5 Dash 7,L,T
DHC7,DE HAVILLAND CANADA,O-5 Dash 7,L,T
DHC7,DE HAVILLAND CANADA,RC-7 Dash 7,L,T
DIES,PENNEC-LUCAS,Dieselis,L,P
DIJ3,DIJKMAN-DULKES,Dijkhastar 3,L,P
DIMO,DIAMOND,HK-36 Katana Xtreme,L,P
DIMO,DIAMOND,HK-36 MPX,L,P
DIMO,DIAMOND,HK-36 Super Dimona,L,P
DIMO,DIAMOND,HK-36 Turbo Xtreme,L,P
DIMO,DIAMOND,HK-36 Xtreme,L,P
DIMO,DIAMOND,Katana Xtreme,L,P
DIMO,DIAMOND,MPX,L,P
DIMO,DIAMOND,Super Dimona,L,P
DIMO,DIAMOND,Turbo Xtreme,L,P
DIMO,DIAMOND,Xtreme,L,P
DIMO,HOAC,HK-36 Super Dimona,L,P
DIMO,HOAC,Super Dimona,L,P
DIMO,HOFFMANN,Dimona,L,P
DIMO,HOFFMANN,H-36 Dimona,L,P
DINO,GANZAVIA,Dinó,L,P
DINO,GANZAVIA,GAK-22 Dinó,L,P
DIPR,COLLINS,Dipper,A,P
DISC,SCHEMPP-HIRTH,Discus BM,L,P
DISC,SCHEMPP-HIRTH,Discus BT,L,P
DJIN,SUD,Djinn,H,T
DJIN,SUD,SO-1221 Djinn,H,T
DJIN,SUD-OUEST,Djinn,H,T
DJIN,SUD-OUEST,SO-1221 Djinn,H,T
DNGO,AERORIC,Dingo,A,T
DO27,CASA,C-127,L,P
DO27,CASA,U-9,L,P
DO27,DORNIER,Do-27,L,P
DO27,DORNIER,Fpl53,L,P
DO28,DORNIER,Agur,L,P
DO28,DORNIER,Do-28A,L,P
DO28,DORNIER,Do-28B,L,P
DO28,DORNIER,Do-28B Agur,L,P
DOCX,KOVACH-ELMENDORF,Doc's RX,L,P
DOCX,KOVACH-ELMENDORF,ES-3 Doc's RX,L,P
DON,UNIKOMTRANSO,Don,L,P
DOVE,DE HAVILLAND,Devon,L,P
DOVE,DE HAVILLAND,DH-104 Dove,L,P
DOVE,DE HAVILLAND,Dove,L,P
DOVE,DE HAVILLAND,Sea Devon,L,P
DOVE,HAWKER SIDDELEY,DH-104 Dove,L,P
DOVE,HAWKER SIDDELEY,Dove,L,P
DOVE,RILEY,Dove 400,L,P
DOVE,RILEY,Executive 400,L,P
DR1,FOKKER,Dr-1 Replica,L,P
DR1,REDFERN,Fokker Dr-1,L,P
DR1,SANDS,Fokker Dr-1,L,P
DR10,CENTRE EST,Ambassadeur,L,P
DR10,CENTRE EST,DR-100 Ambassadeur,L,P
DR10,CENTRE EST,DR-105 Ambassadeur,L,P
DR10,CENTRE EST,DR-1050 Ambassadeur,L,P
DR10,CENTRE EST,DR-1050 Sicile,L,P
DR10,CENTRE EST,DR-1050 Sicile Record,L,P
DR10,CENTRE EST,DR-1051 Ambassadeur,L,P
DR10,CENTRE EST,DR-1051 Sicile,L,P
DR10,CENTRE EST,DR-1051 Sicile Record,L,P
DR10,CENTRE EST,Sicile,L,P
DR10,CENTRE EST,Sicile Record,L,P
DR10,SAN,Ambassadeur,L,P
DR10,SAN,DR-100 Ambassadeur,L,P
DR10,SAN,DR-105 Ambassadeur,L,P
DR10,SAN,DR-1050 Ambassadeur,L,P
DR10,SAN,DR-1050 Excellence,L,P
DR10,SAN,DR-1051 Ambassadeur,L,P
DR10,SAN,DR-1051 Excellence,L,P
DR10,SAN,Excellence,L,P
DR22,CENTRE EST,2+2,L,P
DR22,CENTRE EST,Dauphin,L,P
DR22,CENTRE EST,DR-220 2+2,L,P
DR22,CENTRE EST,DR-221 Dauphin,L,P
DR30,CENTRE EST,Chevalier,L,P
DR30,CENTRE EST,DR-315 Petit Prince,L,P
DR30,CENTRE EST,DR-340 Major,L,P
DR30,CENTRE EST,DR-360 Chevalier,L,P
DR30,CENTRE EST,DR-380 Prince,L,P
DR30,CENTRE EST,Major,L,P
DR30,CENTRE EST,Petit Prince,L,P
DR30,CENTRE EST,Prince,L,P
DR30,ROBIN,2+2 (DR-300),L,P
DR30,ROBIN,Chevalier (DR-360),L,P
DR30,ROBIN,DR-300,L,P
DR30,ROBIN,DR-300 2+2,L,P
DR30,ROBIN,DR-315 Petit Prince,L,P
DR30,ROBIN,DR-340 Major,L,P
DR30,ROBIN,DR-360 Chevalier,L,P
DR30,ROBIN,DR-380 Prince,L,P
DR30,ROBIN,Major (DR-340),L,P
DR30,ROBIN,Petit Prince (DR-315),L,P
DR30,ROBIN,Prince,L,P
DR40,ROBIN,2+2 (DR-400),L,P
DR40,ROBIN,Cadet,L,P
DR40,ROBIN,Chevalier (DR-400),L,P
DR40,ROBIN,Dauphin 2+2,L,P
DR40,ROBIN,Dauphin 4,L,P
DR40,ROBIN,Dauphin 80,L,P
DR40,ROBIN,DR-400 2+2,L,P
DR40,ROBIN,DR-400 Cadet,L,P
DR40,ROBIN,DR-400 Chevalier,L,P
DR40,ROBIN,DR-400 Dauphin 2+2,L,P
DR40,ROBIN,DR-400 Dauphin 4,L,P
DR40,ROBIN,DR-400 Dauphin 80,L,P
DR40,ROBIN,DR-400 Earl,L,P
DR40,ROBIN,DR-400 Major,L,P
DR40,ROBIN,DR-400 Major 80,L,P
DR40,ROBIN,DR-400 Petit Prince,L,P
DR40,ROBIN,DR-400 Regent,L,P
DR40,ROBIN,DR-400 Remo 180,L,P
DR40,ROBIN,DR-400 Remo 200,L,P
DR40,ROBIN,DR-400 Remo 212,L,P
DR40,ROBIN,DR-400 Remorqueur,L,P
DR40,ROBIN,DR-500 President,L,P
DR40,ROBIN,Earl,L,P
DR40,ROBIN,Major (DR-400),L,P
DR40,ROBIN,Major 80,L,P
DR40,ROBIN,Petit Prince (DR-400),L,P
DR40,ROBIN,President (DR-500),L,P
DR40,ROBIN,Regent,L,P
DR40,ROBIN,Remo 180,L,P
DR40,ROBIN,Remo 200,L,P
DR40,ROBIN,Remo 212,L,P
DR40,ROBIN,Remorqueur,L,P
DRAG,CRAE,Dragon Fly,H,P
DRAG,DRAGON FLY,Dragon Fly,H,P
DRIF,AUSTFLIGHT,Drifter,L,P
DRTG,APPLEGATE & WEYANT,Dart GC,L,P
DRTG,CULVER,Dart G,L,P
DRTG,CULVER,Dart GK,L,P
DRTG,CULVER,Dart GW,L,P
DRTG,DART,G,L,P
DRTG,DART,GK,L,P
DRTG,DART,GW,L,P
DSA1,SMITH,DSA-1 Miniplane,L,P
DSA1,SMITH,Miniplane,L,P
DSK,KILLINGSWORTH,DSK-1 Hawk,L,P
DSK,KILLINGSWORTH,DSK-2 Golden Hawk,L,P
DSK,KILLINGSWORTH,Golden Hawk,L,P
DSK,KILLINGSWORTH,Hawk,L,P
DSLK,DRIGGS,Skylark,L,P
DUB2,DUBNA,2 Osa,L,P
DUB2,DUBNA,Osa,L,P
DUB2,TAIFUN,DMZ-2 Osa,L,P
DUB2,TAIFUN,Osa,L,P
DUCE,BAKENG,Duce,L,P
DUR5,DURAND,Mk5,L,P
DV20,DIAMOND,DA-20 Eclipse,L,P
DV20,DIAMOND,DA-20 Evolution,L,P
DV20,DIAMOND,DA-20 Falcon,L,P
DV20,DIAMOND,DA-20 Katana,L,P
DV20,DIAMOND,DA-22 Speed Katana,L,P
DV20,DIAMOND,DV-20 Katana,L,P
DV20,DIAMOND,Eclipse,L,P
DV20,DIAMOND,Evolution,L,P
DV20,DIAMOND,Falcon,L,P
DV20,DIAMOND,Katana (DA-20/DV-20),L,P
DV20,DIAMOND,Speed Katana,L,P
DV20,HOAC,DV-20 Katana,L,P
DV20,HOAC,Katana,L,P
DW1,BELLANCA,DW-1 Eagle,L,P
DW1,BELLANCA,Eagle,L,P
DW1,EAGLE,DW-1 Eagle,L,P
DW1,EAGLE,Eagle,L,P
DWD2,DEWOITINE,D-26,L,P
DWD2,DEWOITINE,D-27,L,P
DWD2,EKW,D-26,L,P
DWD2,EKW,D-27,L,P
E110,EMBRAER,Bandeirante,L,T
E110,EMBRAER,Bandeirulha,L,T
E110,EMBRAER,C-95 Bandeirante,L,T
E110,EMBRAER,EC-95 Bandeirante,L,T
E110,EMBRAER,EMB-110 Bandeirante,L,T
E110,EMBRAER,EMB-111 Bandeirulha,L,T
E110,EMBRAER,P-95 Bandeirulha,L,T
E110,EMBRAER,R-95 Bandeirante,L,T
E110,EMBRAER,SC-95 Bandeirante,L,T
E120,EMBRAER,Brasilia,L,T
E120,EMBRAER,EMB-120 Brasilia,L,T
E120,EMBRAER,VC-97 Brasilia,L,T
E120,NEIVA,Brasilia,L,T
E120,NEIVA,EMB-120 Brasilia,L,T
E121,EMBRAER,EC-9 Xingu,L,T
E121,EMBRAER,EMB-121 Xingu,L,T
E121,EMBRAER,VU-9 Xingu,L,T
E121,EMBRAER,Xingu,L,T
E135,EMBRAER,ECJ-135 Legacy,L,J
E135,EMBRAER,EMB-135,L,J
E135,EMBRAER,ERJ-135,L,J
E135,EMBRAER,ERJ-140,L,J
E135,EMBRAER,Legacy,L,J
E145,EMBRAER,EMB-145AEWC,L,J
E145,EMBRAER,EMB-145EP,L,J
E145,EMBRAER,EMB-145ER,L,J
E145,EMBRAER,EMB-145EU,L,J
E145,EMBRAER,EMB-145LR,L,J
E145,EMBRAER,EMB-145LU,L,J
E145,EMBRAER,EMB-145MP/ASW,L,J
E145,EMBRAER,EMB-145RS/AGS,L,J
E145,EMBRAER,EMB-145SA,L,J
E145,EMBRAER,ERJ-145EP,L,J
E145,EMBRAER,ERJ-145ER,L,J
E145,EMBRAER,ERJ-145EU,L,J
E145,EMBRAER,ERJ-145LR,L,J
E145,EMBRAER,ERJ-145LU,L,J
E145,EMBRAER,P-99,L,J
E145,EMBRAER,R-99,L,J
E170,EMBRAER,170,L,J
E170,EMBRAER,175,L,J
E170,EMBRAER,ERJ-170,L,J
E190,EMBRAER,190,L,J
E190,EMBRAER,195,L,J
E190,EMBRAER,ERJ-190,L,J
E2,GRUMMAN,Daya,L,T
E2,GRUMMAN,E-2 Daya,L,T
E2,GRUMMAN,E-2 Hawkeye,L,T
E2,GRUMMAN,Hawkeye,L,T
E2,GRUMMAN,TE-2 Hawkeye,L,T
E2,NORTHROP GRUMMAN,E-2 Hawkeye,L,T
E2,NORTHROP GRUMMAN,Hawkeye,L,T
E200,EXTRA,200,L,P
E230,EXTRA,230,L,P
E2CB,TAYLOR,Cub (E-2),L,P
E2CB,TAYLOR,E-2 Cub,L,P
E300,EXTRA,300,L,P
E300,EXTRA,330,L,P
E300,EXTRA,350,L,P
E314,EMBRAER,A-29,L,T
E314,EMBRAER,ALX,L,T
E314,EMBRAER,AT-29,L,T
E314,EMBRAER,EMB-312H Super Tucano,L,T
E314,EMBRAER,EMB-314 ALX,L,T
E314,EMBRAER,EMB-314 Super Tucano,L,T
E314,EMBRAER,Super Tucano,L,T
E314,EMBRAER,YA-29 Super Tucano,L,T
E3CF,BOEING,E-3A (CFM56) Sentry,L,J
E3CF,BOEING,E-3D Sentry,L,J
E3CF,BOEING,E-3F Sentry,L,J
E3CF,BOEING,Sentry (CFM56),L,J
E3TF,BOEING,E-3A (TF33) Sentry,L,J
E3TF,BOEING,E-3B Sentry,L,J
E3TF,BOEING,E-3C Sentry,L,J
E3TF,BOEING,JE-3 Sentry,L,J
E3TF,BOEING,Sentry (TF33),L,J
E400,EXTRA,400,L,P
E45X,EMBRAER,EMB-145XR,L,J
E45X,EMBRAER,ERJ-145XR,L,J
E500,EXTRA,500,L,T
E6,BOEING,E-6 Mercury,L,J
E6,BOEING,Mercury,L,J
E737,BOEING,737-700 Wedgetail,L,J
E737,BOEING,Wedgetail,L,J
E767,BOEING,E-767,L,J
EA50,ECLIPSE,Eclipse 500,L,J
EAEA,GROSSO,Easy Eagle,L,P
EAGL,AVIAT,Eagle,L,P
EAGL,CHRISTEN,Eagle,L,P
EAGT,AMEAGLE,American Eaglet,L,P
EAGX,CTRM,Eagle 150,L,P
EAGX,EAGLE AIRCRAFT,Eagle 100,L,P
EAGX,EAGLE AIRCRAFT,Eagle 150,L,P
EAGX,EAGLE AIRCRAFT,Eagle X-TS,L,P
EC20,EUROCOPTER,Colibri,H,T
EC20,EUROCOPTER,EC-120 Colibri,H,T
EC20,EUROCOPTER,HE-25 Colibri,H,T
EC25,EUROCOPTER,Cougar (EC-725),H,T
EC25,EUROCOPTER,EC-225 Super Puma,H,T
EC25,EUROCOPTER,EC-725 Cougar,H,T
EC25,EUROCOPTER,Super Puma (EC-225),H,T
EC30,EUROCOPTER,EC-130,H,T
EC35,EUROCOPTER,EC-135,H,T
EC35,EUROCOPTER,EC-635,H,T
EC45,EUROCOPTER,EC-145,H,T
EC45,EUROCOPTER-KAWASAKI,EC-145,H,T
EC45,KAWASAKI,EC-145,H,T
EC55,EUROCOPTER,EC-155,H,T
EC6,CROSES,Criquet,L,P
EC6,CROSES,EC-6 Criquet,L,P
EC6,CROSES,EC-8 Tourisme,L,P
EC6,CROSES,Tourisme,L,P
ECHO,TECNAM,Echo,L,P
ECHO,TECNAM,P-92 Echo,L,P
ECHO,TECNAM,P-92 SeaSky,L,P
ECHO,TECNAM,SeaSky,L,P
EDGE,ZIVKO,Edge 540,L,P
EFOX,AEROPRO,Eurofox,L,P
EGRT,GROB,D-500 Egrett 2,L,T
EGRT,GROB,Egrett 2,L,T
EGRT,GROB,G-520 Strato 1,L,T
EGRT,GROB,Strato 1,L,T
EH10,AGUSTA,CH-149 Cormorant,H,T
EH10,AGUSTA,Cormorant,H,T
EH10,AGUSTA,EH-101,H,T
EH10,EHI,CH-149 Cormorant,H,T
EH10,EHI,Cormorant,H,T
EH10,EHI,EH-101,H,T
EH10,EHI,EH-101 Heliliner,H,T
EH10,EHI,Heliliner,H,T
EH10,EHI,Merlin,H,T
EH10,WESTLAND,EH-101,H,T
EH10,WESTLAND,EH-101 Heliliner,H,T
EH10,WESTLAND,Heliliner,H,T
EH10,WESTLAND,Merlin,H,T
ELA7,ELA AVIACION,ELA-07,G,P
ELF,PARNALL,Elf,L,P
ELPS,EXPLORER,Ellipse,L,P
ELST,PUTZER,Elster,L,P
ELTO,CONTINENTAL COPTERS,El Tomcat,H,P
ELTR,ELITAR,Elitar,L,P
ELTR,ELITAR,IE-101 Elitar,L,P
EM10,MARGANSKI,Bielik,L,J
EM10,MARGANSKI,EM-10 Bielik,L,J
EM11,MARGANSKI,EM-11 Orka,L,P
EM11,MARGANSKI,Orka,L,P
EN28,ENSTROM,280 Shark,H,P
EN28,ENSTROM,F-28,H,P
EN28,ENSTROM,F-28 Falcon,H,P
EN28,ENSTROM,F-28 Sentinel,H,P
EN28,ENSTROM,Falcon,H,P
EN28,ENSTROM,Sentinel,H,P
